,id,imdb_id,original_title,title,genres,budget,revenue,release_date,runtime,vote_average,vote_count,genre_term_1,genre_term_2,genre_term_3,genre_term_4,genre_term_5,genre_term_6,genre_term_7,genre_term_8,genre_term_9,budget_adjusted_to_2020,revenue_adjusted_to_2020
10332,9335,tt0388482,Transporter 2,Transporter 2,"Action,Thriller,Crime",32000000.0,85167639.0,2005-08-02,87.0,6.2,1076.0,Action,Thriller,Crime,,,,,,,42403200.0,112855638.44
10334,9007,tt0425123,Just Like Heaven,Just Like Heaven,"Comedy,Fantasy,Romance",58000000.0,102854431.0,2005-09-16,95.0,6.5,595.0,Comedy,Fantasy,Romance,,,,,,,76855800.0,136292406.52
10335,9777,tt0377107,Proof,Proof,"Drama,Mystery",20000000.0,7535331.0,2005-09-05,100.0,6.2,182.0,Drama,Mystery,,,,,,,,26502000.0,9985067.11
10336,1830,tt0399295,Lord of War,Lord of War,"Crime,Drama,Thriller",42000000.0,24127895.0,2005-09-16,122.0,7.0,1356.0,Crime,Drama,Thriller,,,,,,,55654200.0,31971873.66
10338,10092,tt0384286,Cry_Wolf,Cry_Wolf,"Horror,Thriller",1000000.0,10047674.0,2005-09-16,90.0,5.6,127.0,Horror,Thriller,,,,,,,,1325100.0,13314172.82
10339,340,tt0404030,Everything is Illuminated,Everything is Illuminated,"Comedy,Drama",7000000.0,2697930.0,2005-09-16,106.0,7.4,251.0,Comedy,Drama,,,,,,,,9275700.0,3575027.04
10368,8814,tt0419706,Doom,Doom,"Adventure,Action,Horror",60000000.0,55987321.0,2005-10-20,105.0,5.0,619.0,Adventure,Action,Horror,,,,,,,79506000.0,74188799.06
10369,9923,tt0421054,Domino,Domino,"Action,Crime",50000000.0,22944502.0,2005-09-22,127.0,6.0,450.0,Action,Crime,,,,,,,,66255000.0,30403759.6
10370,7553,tt0348333,Waiting...,Waiting...,Comedy,3000000.0,18637690.0,2005-10-07,94.0,6.2,241.0,Comedy,,,,,,,,,3975300.0,24696803.02
10371,8202,tt0402022,Æon Flux,Æon Flux,"Action,Science,Fiction",62000000.0,52304001.0,2005-11-30,93.0,5.4,717.0,Action,Science,Fiction,,,,,,,82156200.0,69308031.73
10374,1947,tt0350261,An Unfinished Life,An Unfinished Life,Drama,30000000.0,18618284.0,2005-09-09,108.0,6.7,165.0,Drama,,,,,,,,,39753000.0,24671088.13
10383,8643,tt0404032,The Exorcism of Emily Rose,The Exorcism of Emily Rose,"Crime,Drama,Horror,Thriller",19000000.0,144216468.0,2005-09-09,122.0,6.3,675.0,Crime,Drama,Horror,Thriller,,,,,,25176900.0,191101241.75
10384,9315,tt0408790,Flightplan,Flightplan,"Thriller,Drama,Mystery",55000000.0,223387299.0,2005-09-22,98.0,6.1,796.0,Thriller,Drama,Mystery,,,,,,,72880500.0,296010509.9
10385,3933,tt0121164,Corpse Bride,Corpse Bride,"Romance,Fantasy,Animation,Music",40000000.0,117195061.0,2005-09-09,77.0,7.2,1957.0,Romance,Fantasy,Animation,Music,,,,,,53004000.0,155295175.33
10387,59,tt0399146,A History of Violence,A History of Violence,"Drama,Thriller,Crime",32000000.0,60740827.0,2005-09-23,96.0,6.9,850.0,Drama,Thriller,Crime,,,,,,,42403200.0,80487669.86
10388,257,tt0380599,Oliver Twist,Oliver Twist,"Crime,Drama,Family",50000000.0,42093706.0,2005-09-23,130.0,6.7,283.0,Crime,Drama,Family,,,,,,,66255000.0,55778369.82
10389,15487,tt0388980,The Greatest Game Ever Played,The Greatest Game Ever Played,"Drama,Family",25000000.0,15431177.0,2005-09-30,120.0,6.9,112.0,Drama,Family,,,,,,,,33127500.0,20447852.64
10390,398,tt0379725,Capote,Capote,"Crime,Drama",7000000.0,49084830.0,2005-09-30,114.0,6.9,394.0,Crime,Drama,,,,,,,,9275700.0,65042308.23
10398,11968,tt0378109,Into the Blue,Into the Blue,"Action,Thriller,Adventure,Crime",50000000.0,44434439.0,2005-09-30,110.0,5.8,466.0,Action,Thriller,Adventure,Crime,,,,,,66255000.0,58880075.12
10400,14517,tt0366780,Mirrormask,Mirrormask,Fantasy,4000000.0,866999.0,2005-01-25,101.0,6.6,107.0,Fantasy,,,,,,,,,5300400.0,1148860.37
10411,533,tt0312004,The Curse of the Were-Rabbit,The Curse of the Were-Rabbit,"Adventure,Animation,Comedy,Family",30000000.0,192452832.0,2005-09-04,85.0,6.8,660.0,Adventure,Animation,Comedy,Family,,,,,,39753000.0,255019247.68
10413,5236,tt0373469,Kiss Kiss Bang Bang,Kiss Kiss Bang Bang,"Action,Comedy,Crime,Mystery",15000000.0,15785148.0,2005-09-05,103.0,7.2,900.0,Action,Comedy,Crime,Mystery,,,,,,19876500.0,20916899.61
10425,9763,tt0380389,Goal!: The Dream Begins,Goal!: The Dream Begins,Drama,30000000.0,27610873.0,2005-06-06,118.0,6.6,244.0,Drama,,,,,,,,,39753000.0,36587167.81
10430,10017,tt0092240,The Wraith,The Wraith,"Romance,Science,Fiction,Horror,Action,Crime",2700000.0,3500000.0,1986-11-21,93.0,5.9,109.0,Romance,Science,Fiction,Horror,Action,Crime,,,,6375510.0,8264550.0
10439,27759,tt0056800,55 Days at Peking,55 Days at Peking,"Action,Drama,History",17000000.0,10000000.0,1963-05-06,154.0,6.5,38.0,Action,Drama,History,,,,,,,143896500.0,84645000.0
10444,10707,tt0367089,The Squid and the Whale,The Squid and the Whale,"Comedy,Drama",1500000.0,11098131.0,2005-10-05,81.0,6.9,229.0,Comedy,Drama,,,,,,,,1987650.0,14706133.39
10445,9910,tt0417217,Two for the Money,Two for the Money,"Comedy,Crime,Drama,Thriller",35000000.0,30526509.0,2005-10-07,122.0,5.9,156.0,Comedy,Crime,Drama,Thriller,,,,,,46378500.0,40450677.08
10450,142,tt0388795,Brokeback Mountain,Brokeback Mountain,"Drama,Romance",14000000.0,178043761.0,2005-09-02,134.0,7.5,1531.0,Drama,Romance,,,,,,,,18551400.0,235925787.7
10452,9621,tt0368709,Elizabethtown,Elizabethtown,"Comedy,Drama,Romance",57000000.0,52034889.0,2005-10-06,123.0,6.1,335.0,Comedy,Drama,Romance,,,,,,,75530700.0,68951431.41
10453,9701,tt0395972,North Country,North Country,Drama,35000000.0,25224242.0,2005-02-12,126.0,6.9,127.0,Drama,,,,,,,,,46378500.0,33424643.07
10455,3291,tt0433383,"Good Night, and Good Luck.","Good Night, and Good Luck.","Drama,History",7000000.0,54600000.0,2005-09-16,93.0,6.8,274.0,Drama,History,,,,,,,,9275700.0,72350460.0
10460,16608,tt0421238,The Proposition,The Proposition,"Action,Adventure,Crime,Drama,Thriller,Western",2000000.0,5048693.0,2005-10-06,104.0,7.1,221.0,Action,Adventure,Crime,Drama,Thriller,Western,,,,2650200.0,6690023.09
10464,791,tt0432291,The Fog,The Fog,"Horror,Thriller",18000000.0,46201432.0,2005-10-14,100.0,3.8,191.0,Horror,Thriller,,,,,,,,23851800.0,61221517.54
10469,2610,tt0338427,Shopgirl,Shopgirl,"Comedy,Drama,Romance",10284523.0,11588205.0,2005-10-21,104.0,5.7,80.0,Comedy,Drama,Romance,,,,,,,13628021.43,15355530.45
10474,8066,tt0371257,Stay,Stay,"Mystery,Thriller,Drama",50000000.0,8342132.0,2005-09-24,99.0,6.5,346.0,Mystery,Thriller,Drama,,,,,,,66255000.0,11054159.11
10476,1656,tt0386140,The Legend of Zorro,The Legend of Zorro,"Action,Adventure",75000000.0,142400065.0,2005-10-24,129.0,5.9,909.0,Action,Adventure,,,,,,,,99382500.0,188694326.13
10479,6963,tt0384680,The Weather Man,The Weather Man,"Comedy,Drama",20000000.0,12482775.0,2005-10-20,101.0,6.0,292.0,Comedy,Drama,,,,,,,,26502000.0,16540925.15
10480,215,tt0432348,Saw II,Saw II,Horror,4000000.0,152925093.0,2005-10-28,92.0,6.3,1288.0,Horror,,,,,,,,,5300400.0,202641040.73
10498,10799,tt0402158,L'Empire des loups,Empire of the Wolves,Action,24000000.0,11875866.0,2005-04-20,128.0,5.5,57.0,Action,,,,,,,,,31802400.0,15736710.04
10503,1951,tt0342735,Manderlay,Manderlay,Drama,14200000.0,674918.0,2005-05-16,139.0,6.9,81.0,Drama,,,,,,,,,18816420.0,894333.84
10507,25763,tt0075909,Damnation Alley,Damnation Alley,"Action,Adventure,Science,Fiction",17000000.0,8720000.0,1977-09-10,91.0,5.0,27.0,Action,Adventure,Science,Fiction,,,,,,72542400.0,37209984.0
10517,25,tt0418763,Jarhead,Jarhead,"Drama,War",72000000.0,96889998.0,2005-11-04,125.0,6.6,776.0,Drama,War,,,,,,,,95407200.0,128388936.35
10520,9982,tt0371606,Chicken Little,Chicken Little,"Animation,Family,Comedy",150000000.0,314432665.0,2005-11-04,81.0,5.6,974.0,Animation,Family,Comedy,,,,,,,198765000.0,416654724.39
10524,11661,tt0424205,Joyeux Noël,Joyeux Noël,"Romance,Drama,History,War,Music",22000000.0,17709155.0,2005-11-09,116.0,7.2,216.0,Romance,Drama,History,War,Music,,,,,29152200.0,23466401.29
10535,10060,tt0430308,Get Rich or Die Tryin',Get Rich or Die Tryin',Drama,40000000.0,46442528.0,2005-11-09,117.0,6.3,188.0,Drama,,,,,,,,,53004000.0,61540993.85
10538,231,tt0365737,Syriana,Syriana,"Drama,Thriller",50000000.0,94000000.0,2005-11-23,128.0,6.3,455.0,Drama,Thriller,,,,,,,,66255000.0,124559400.0
10543,8999,tt0398017,Derailed,Derailed,"Drama,Thriller",22000000.0,57479076.0,2005-11-11,108.0,6.1,322.0,Drama,Thriller,,,,,,,,29152200.0,76165523.61
10545,4348,tt0414387,Pride & Prejudice,Pride & Prejudice,"Drama,Romance",28000000.0,121147947.0,2005-09-16,135.0,7.8,1406.0,Drama,Romance,,,,,,,,37102800.0,160533144.57
10549,9885,tt0416315,Wolf Creek,Wolf Creek,"Horror,Thriller",1000000.0,27762648.0,2005-01-01,99.0,6.1,288.0,Horror,Thriller,,,,,,,,1325100.0,36788284.86
10554,674,tt0330373,Harry Potter and the Goblet of Fire,Harry Potter and the Goblet of Fire,"Adventure,Fantasy,Family",150000000.0,895921036.0,2005-11-05,157.0,7.5,5758.0,Adventure,Fantasy,Family,,,,,,,198765000.0,1187184964.8
10556,69,tt0358273,Walk the Line,Walk the Line,"Drama,Music,Romance",28000000.0,186438883.0,2005-09-13,136.0,7.3,732.0,Drama,Music,Romance,,,,,,,37102800.0,247050163.86
10557,1833,tt0294870,Rent,Rent,"Drama,Romance",40000000.0,31670620.0,2005-11-23,135.0,6.7,159.0,Drama,Romance,,,,,,,,53004000.0,41966738.56
10561,6795,tt0406375,Zathura: A Space Adventure,Zathura: A Space Adventure,"Family,Fantasy,Science,Fiction,Adventure",65000000.0,64321501.0,2005-11-06,101.0,6.1,808.0,Family,Fantasy,Science,Fiction,Adventure,,,,,86131500.0,85232420.98
10566,24618,tt0387059,Bee Season,Bee Season,"Drama,Family",14000000.0,6856989.0,2005-09-03,104.0,5.2,26.0,Drama,Family,,,,,,,,18551400.0,9086196.12
10569,13499,tt0443295,"Yours, Mine & Ours","Yours, Mine & Ours","Comedy,Family,Romance",45000000.0,72028752.0,2005-11-23,90.0,5.7,233.0,Comedy,Family,Romance,,,,,,,59629500.0,95445299.28
10585,116,tt0416320,Match Point,Match Point,"Drama,Thriller,Crime,Romance",15000000.0,85306374.0,2005-10-26,124.0,7.2,1134.0,Drama,Thriller,Crime,Romance,,,,,,19876500.0,113039476.19
10597,411,tt0363771,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","Adventure,Family,Fantasy",180000000.0,748806957.0,2005-12-07,143.0,6.7,2709.0,Adventure,Family,Fantasy,,,,,,,238518000.0,992244098.72
10598,254,tt0360717,King Kong,King Kong,"Adventure,Drama,Action",207000000.0,550000000.0,2005-12-14,187.0,6.6,2403.0,Adventure,Drama,Action,,,,,,,274295700.0,728805000.0
10599,1904,tt0397535,Memoirs of a Geisha,Memoirs of a Geisha,"Drama,History,Romance",85000000.0,162242962.0,2005-12-06,145.0,7.3,670.0,Drama,History,Romance,,,,,,,112633500.0,214988148.95
10612,19058,tt0247303,Down,Down,"Action,Horror,Mystery,Thriller",15000000.0,163169.0,2001-05-11,111.0,4.1,18.0,Action,Horror,Mystery,Thriller,,,,,,21919500.0,238438.86
10616,9515,tt0365485,The Matador,The Matador,"Action,Comedy,Crime,Drama,Thriller",10000000.0,17297244.0,2005-05-12,96.0,6.2,137.0,Action,Comedy,Crime,Drama,Thriller,,,,,13251000.0,22920578.02
10623,23478,tt0392465,Mozart and the Whale,Mozart and the Whale,"Comedy,Drama,Romance",12000000.0,84967.0,2005-09-10,92.0,6.5,41.0,Comedy,Drama,Romance,,,,,,,15901200.0,112589.77
10633,8053,tt0419294,The Three Burials of Melquiades Estrada,The Three Burials of Melquiades Estrada,"Adventure,Crime,Drama,Mystery,Western",15000000.0,12036149.0,2005-11-17,121.0,7.0,180.0,Adventure,Crime,Drama,Mystery,Western,,,,,19876500.0,15949101.04
10641,612,tt0408306,Munich,Munich,"Drama,Action,History,Thriller",70000000.0,130358911.0,2005-12-22,164.0,7.0,706.0,Drama,Action,History,Thriller,,,,,,92757000.0,172738592.97
10642,9899,tt0395251,The Producers,The Producers,"Comedy,Music",45000000.0,38058335.0,2005-12-25,134.0,6.1,153.0,Comedy,Music,,,,,,,,59629500.0,50431099.71
10643,546,tt0407265,Transamerica,Transamerica,Drama,1000000.0,13350369.0,2005-12-23,103.0,6.9,149.0,Drama,,,,,,,,,1325100.0,17690573.96
10644,2800,tt0398375,Rumor Has It...,Rumor Has It...,Comedy,70000000.0,88933562.0,2005-12-23,97.0,5.3,309.0,Comedy,,,,,,,,,92757000.0,117845863.01
10645,9641,tt0452598,Cheaper by the Dozen 2,Cheaper by the Dozen 2,Comedy,60000000.0,129181830.0,2005-12-21,94.0,5.8,542.0,Comedy,,,,,,,,,79506000.0,171178842.93
10646,7552,tt0369441,Fun with Dick and Jane,Fun with Dick and Jane,Comedy,100000000.0,202026112.0,2005-12-21,90.0,5.9,639.0,Comedy,,,,,,,,,132510000.0,267704801.01
10660,9687,tt0444653,Keeping Mum,Keeping Mum,Comedy,169000.0,18564702.0,2005-12-02,103.0,6.5,165.0,Comedy,,,,,,,,,223941.9,24600086.62
10673,11400,tt0402399,The New World,The New World,"Drama,History,Romance",30000000.0,30536013.0,2005-12-25,135.0,6.4,336.0,Drama,History,Romance,,,,,,,39753000.0,40463270.83
10700,10045,tt0414852,Banlieue 13,District B13,"Action,Thriller,Science,Fiction",12000000.0,9584131.0,2004-11-09,84.0,6.5,572.0,Action,Thriller,Science,Fiction,,,,,,16435200.0,13126425.82
10701,168705,tt0383222,BloodRayne,BloodRayne,"Action,Adventure,Fantasy,Horror",25000000.0,2405420.0,2005-10-22,95.0,3.6,120.0,Action,Adventure,Fantasy,Horror,,,,,,33127500.0,3187422.04
10702,1690,tt0450278,Hostel,Hostel,Horror,4800000.0,80578934.0,2005-01-06,94.0,5.7,913.0,Horror,,,,,,,,,6360480.0,106775145.44
10704,9044,tt0375154,Tristan & Isolde,Tristan & Isolde,Drama,31000000.0,28000000.0,2006-04-07,125.0,6.4,240.0,Drama,,,,,,,,,39782300.0,35932400.0
10706,17379,tt0408985,Last Holiday,Last Holiday,"Adventure,Comedy,Drama",45000000.0,38399961.0,2006-01-13,112.0,6.4,123.0,Adventure,Comedy,Drama,,,,,,,57748500.0,49278669.95
10707,10982,tt0443536,Hoodwinked!,Hoodwinked!,"Animation,Comedy,Family",15000000.0,51053787.0,2005-12-16,80.0,6.0,491.0,Animation,Comedy,Family,,,,,,,19876500.0,67651373.15
10709,834,tt0401855,Underworld: Evolution,Underworld: Evolution,"Fantasy,Action,Science,Fiction,Thriller",50000000.0,111340801.0,2006-01-12,106.0,6.4,1548.0,Fantasy,Action,Science,Fiction,Thriller,,,,,64165000.0,142883649.92
10718,14226,tt0437447,千里走单骑,Riding Alone for Thousands of Miles,Drama,7500000.0,3752325.0,2005-12-22,107.0,7.3,21.0,Drama,,,,,,,,,9938250.0,4972205.86
10720,12701,tt0089913,Revolution,Revolution,"Adventure,Drama,History,War",28000000.0,358574.0,1985-12-25,126.0,5.3,22.0,Adventure,Drama,History,War,,,,,,67348400.0,862478.04
10750,1969,tt0416496,Bandidas,Bandidas,"Action,Comedy,Western,Crime",35000000.0,10496317.0,2006-01-18,93.0,5.8,319.0,Action,Comedy,Western,Crime,,,,,,44915500.0,13469923.61
10760,13275,tt0417433,Annapolis,Annapolis,Drama,26000000.0,17496992.0,2006-01-27,108.0,6.0,94.0,Drama,,,,,,,,,33365800.0,22453889.83
10761,11565,tt0421729,Big Momma's House 2,Big Momma's House 2,"Comedy,Crime",40000000.0,138259062.0,2006-01-26,99.0,5.4,376.0,Comedy,Crime,,,,,,,,51332000.0,177427854.26
10762,11283,tt0396752,Nanny McPhee,Nanny McPhee,"Fantasy,Comedy,Family",25000000.0,122489822.0,2005-10-21,97.0,6.4,742.0,Fantasy,Comedy,Family,,,,,,,33127500.0,162311263.13
10776,9286,tt0414982,Final Destination 3,Final Destination 3,"Horror,Mystery",25000000.0,117719158.0,2006-02-10,93.0,5.8,1000.0,Horror,Mystery,,,,,,,,32082500.0,151068995.46
10781,292,tt0425598,Dave Chappelle's Block Party,Dave Chappelle's Block Party,"Comedy,Documentary,Music",3000000.0,11718595.0,2005-09-12,100.0,6.5,29.0,Comedy,Documentary,Music,,,,,,,3975300.0,15528310.23
10794,33061,tt0092115,Troll,Troll,"Fantasy,Horror",1100000.0,5450815.0,1986-01-17,82.0,4.9,60.0,Fantasy,Horror,,,,,,,,2597430.0,12871009.46
10796,9975,tt0381971,Curious George,Curious George,"Adventure,Animation,Comedy,Family",50000000.0,69834815.0,2006-02-10,86.0,6.1,109.0,Adventure,Animation,Comedy,Family,,,,,,64165000.0,89619018.09
10797,9754,tt0408345,Firewall,Firewall,Thriller,45000000.0,82800000.0,2006-02-10,105.0,5.6,270.0,Thriller,,,,,,,,,57748500.0,106257240.0
10802,10053,tt0455857,When a Stranger Calls,When a Stranger Calls,"Horror,Thriller",15000000.0,66966987.0,2006-02-03,87.0,5.4,273.0,Horror,Thriller,,,,,,,,19249500.0,85938734.42
10803,10263,tt0401815,Tamara,Tamara,"Fantasy,Horror,Thriller",4750000.0,206871.0,2005-05-12,98.0,5.1,64.0,Fantasy,Horror,Thriller,,,,,,,6294225.0,274124.76
10806,9959,tt0349467,Freedomland,Freedomland,"Drama,Thriller,Crime,Mystery",37665000.0,14655628.0,2006-02-17,113.0,5.2,71.0,Drama,Thriller,Crime,Mystery,,,,,,48335494.5,18807567.41
10807,14256,tt0380817,Winter Passing,Winter Passing,"Comedy,Drama",3500000.0,113783.0,2006-02-07,98.0,6.7,28.0,Comedy,Drama,,,,,,,,4491550.0,146017.72
10808,9036,tt0397313,Eight Below,Eight Below,"Adventure,Drama,Family",40000000.0,120455994.0,2006-02-17,120.0,6.7,553.0,Adventure,Drama,Family,,,,,,,51332000.0,154581177.1
10809,10073,tt0466342,Date Movie,Date Movie,Comedy,20000000.0,48548426.0,2006-02-17,83.0,3.6,225.0,Comedy,,,,,,,,,25666000.0,62302195.09
10810,7304,tt0404390,Running Scared,Running Scared,"Action,Crime,Drama,Thriller",17000000.0,9500000.0,2006-01-06,122.0,7.0,332.0,Action,Crime,Drama,Thriller,,,,,,21816100.0,12191350.0
10811,16781,tt0455612,Madea's Family Reunion,Madea's Family Reunion,"Drama,Comedy,Romance",6000000.0,57231524.0,2006-02-24,110.0,6.0,77.0,Drama,Comedy,Romance,,,,,,,7699800.0,73445214.75
10813,9920,tt0370032,Ultraviolet,Ultraviolet,"Science,Fiction,Action,Thriller",30000000.0,31070211.0,2006-03-03,87.0,4.8,468.0,Science,Fiction,Action,Thriller,,,,,,38499000.0,39872401.78
10814,10025,tt0397078,Just My Luck,Just My Luck,"Comedy,Drama,Family,Fantasy,Romance",28000000.0,38159905.0,2006-05-12,103.0,5.8,512.0,Comedy,Drama,Family,Fantasy,Romance,,,,,35932400.0,48970606.09
10815,9682,tt0454919,Pulse,Pulse,"Horror,Thriller",38000000.0,29907685.0,2006-08-11,90.0,5.0,154.0,Horror,Thriller,,,,,,,,48765400.0,38380532.16
10817,2207,tt0450232,16 Blocks,16 Blocks,"Action,Adventure,Crime,Thriller",55000000.0,65664721.0,2006-03-01,105.0,6.2,675.0,Action,Adventure,Crime,Thriller,,,,,,70581500.0,84267536.46
10824,6877,tt0427229,Failure to Launch,Failure to Launch,Comedy,50000000.0,128406887.0,2006-03-10,97.0,5.5,407.0,Comedy,,,,,,,,,64165000.0,164784558.09
10826,950,tt0438097,Ice Age: The Meltdown,Ice Age: The Meltdown,"Animation,Family,Comedy,Adventure",80000000.0,660940780.0,2006-03-23,91.0,6.5,3034.0,Animation,Family,Comedy,Adventure,,,,,,102664000.0,848185302.97
10839,752,tt0434409,V for Vendetta,V for Vendetta,"Action,Thriller,Fantasy",54000000.0,132511035.0,2006-03-15,132.0,7.7,4562.0,Action,Thriller,Fantasy,,,,,,,69298200.0,170051411.22
10840,9655,tt0454945,She's the Man,She's the Man,"Comedy,Drama,Family,Romance",20000000.0,33889159.0,2006-03-17,105.0,6.4,691.0,Comedy,Drama,Family,Romance,,,,,,25666000.0,43489957.74
10841,9388,tt0427944,Thank You for Smoking,Thank You for Smoking,"Comedy,Drama",6500000.0,24793509.0,2005-09-05,92.0,7.1,670.0,Comedy,Drama,,,,,,,,8613150.0,32853878.78
10842,9950,tt0419749,Find Me Guilty,Find Me Guilty,Drama,13000000.0,2636637.0,2006-03-16,125.0,6.5,139.0,Drama,,,,,,,,,16682900.0,3383596.26
10843,388,tt0454848,Inside Man,Inside Man,"Crime,Drama,Thriller",45000000.0,184376254.0,2006-03-23,129.0,7.3,1671.0,Crime,Drama,Thriller,,,,,,,57748500.0,236610046.76
10844,868,tt0468565,Tsotsi,Tsotsi,"Crime,Drama",3000000.0,9879971.0,2005-08-18,94.0,6.9,96.0,Crime,Drama,,,,,,,,3975300.0,13091949.57
10845,14191,tt0429591,Aquamarine,Aquamarine,"Fantasy,Romance,Family,Comedy",12000000.0,23006849.0,2006-03-03,104.0,5.8,372.0,Fantasy,Romance,Family,Comedy,,,,,,15399600.0,29524689.32
10847,18009,tt0110329,Leprechaun 2,Leprechaun 2,"Comedy,Horror",2000000.0,2260622.0,1994-04-07,85.0,4.8,51.0,Comedy,Horror,,,,,,,,3492600.0,3947724.2
10854,1379,tt0458242,Laitakaupungin valot,Lights in the Dusk,"Crime,Drama",1380000.0,1615018.0,2006-02-03,78.0,6.6,27.0,Crime,Drama,,,,,,,,1770954.0,2072552.6
10857,9792,tt0454841,The Hills Have Eyes,The Hills Have Eyes,"Horror,Thriller",15000000.0,69623713.0,2006-03-10,107.0,6.1,726.0,Horror,Thriller,,,,,,,,19249500.0,89348110.89
10858,10067,tt0393735,The Shaggy Dog,The Shaggy Dog,"Comedy,Family",50000000.0,61112916.0,2006-03-09,98.0,4.5,138.0,Comedy,Family,,,,,,,,64165000.0,78426205.1
10861,46828,tt0108187,Son of the Pink Panther,Son of the Pink Panther,Comedy,25000000.0,2438031.0,1993-01-01,93.0,3.8,44.0,Comedy,,,,,,,,,44770000.0,4366025.91
10863,582,tt0405094,Das Leben der Anderen,The Lives of Others,"Drama,Thriller",2000000.0,70000000.0,2006-03-15,137.0,7.9,977.0,Drama,Thriller,,,,,,,,2566600.0,89831000.0
10874,12763,tt0446046,Take the Lead,Take the Lead,Music,30000000.0,34742066.0,2006-03-17,108.0,6.6,171.0,Music,,,,,,,,,38499000.0,44584493.3
10881,186,tt0425210,Lucky Number Slevin,Lucky Number Slevin,"Drama,Thriller,Crime,Mystery",27000000.0,56308881.0,2006-02-24,110.0,7.4,1356.0,Drama,Thriller,Crime,Mystery,,,,,,34649100.0,72261186.99
10885,219,tt0441909,Volver,Volver,"Comedy,Drama,Romance",12899867.0,85582407.0,2006-03-16,121.0,7.3,419.0,Comedy,Drama,Romance,,,,,,,16554399.32,109827902.9
10887,13751,tt0437800,Akeelah and the Bee,Akeelah and the Bee,Drama,8000000.0,18948425.0,2006-04-28,112.0,6.7,85.0,Drama,,,,,,,,,10266400.0,24316513.8
10892,10069,tt0441796,Stay Alive,Stay Alive,"Horror,Thriller",9000000.0,27105095.0,2006-03-24,100.0,5.3,157.0,Horror,Thriller,,,,,,,,11549700.0,34783968.41
10894,3093,tt0430912,Basic Instinct 2,Basic Instinct 2,"Crime,Mystery,Thriller",70000000.0,38629478.0,2006-03-29,114.0,4.6,183.0,Crime,Mystery,Thriller,,,,,,,89831000.0,49573209.12
10895,9270,tt0393109,Brick,Brick,"Drama,Mystery",475000.0,3919254.0,2005-01-30,110.0,6.8,366.0,Drama,Mystery,,,,,,,,629422.5,5193403.48
10903,13960,tt0466856,ATL,ATL,Drama,20000000.0,21170563.0,2006-03-31,105.0,6.0,33.0,Drama,,,,,,,,,25666000.0,27168183.5
10908,9389,tt0386741,Renaissance,Renaissance,"Action,Animation,Science,Fiction",18000000.0,1831348.0,2006-03-16,105.0,6.7,78.0,Action,Animation,Science,Fiction,,,,,,23099400.0,2350168.89
10912,8998,tt0436331,Friends with Money,Friends with Money,"Comedy,Drama,Romance",6500000.0,13368437.0,2006-09-07,88.0,5.1,132.0,Comedy,Drama,Romance,,,,,,,8341450.0,17155715.2
